StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/10/21 23:41,3/10/21 23:47,IP Address,*******,100,367,True,3/10/21 23:47,R_2SxkJJxjGec55yA,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,55d1955dcc2b1800102be8e3,White,Male,49,"Some College, No Diploma",,Republican,Yes,Conservative,25k-50k,Yes,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Neither agree nor disagree,Neutral,Neutral,No,Worse,Explain your opinion here.,I don't believe so. They have way better opportunities now than many other people.,Not at all important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",Taking money and brides is against NCAA rules!,Yes,,No,Yes,,Yes,,No,,No,,,Agree,Completely Disagree,Disagree,Completely Disagree,Completely Agree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:41,3/10/21 23:47,IP Address,*******,100,322,True,3/10/21 23:47,R_2Vqgj3XWhRDDXLC,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6024528e6a061e12eea449d3,White,Other,34,High School Degree or GED,,Democrat,Yes,Liberal,0k-24k,No,,,No,Midwest,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,The fact that universities refuse to compensate athletes when they take obscene amounts of money for their coaches and administrators based on those athletes' skill and effort is obscene and immoral,Agree,Moderately Agree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:39,3/10/21 23:47,IP Address,*******,100,471,True,3/10/21 23:47,R_3HSLMAXqS28tKrx,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6038172de198ad1a32969b1a,White,Male,32,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat disagree,Neutral,Neutral,No,Worse,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,No,,No,Disagree,Completely Disagree,Disagree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:43,3/10/21 23:48,IP Address,*******,100,263,True,3/10/21 23:48,R_1rpDZwlOTAaVt8G,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f61661fead6a01054acce6a,White,Female,35,"Some College, No Diploma",,Independent,Yes,Moderate,25k-50k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Explain your opinion here.,I agree on some levels but also not. I think the biggest problem is how much racism still exists ,Very important,Disagree,Moderately Disagree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:39,3/10/21 23:48,IP Address,*******,100,542,True,3/10/21 23:48,R_2ToDuZ3Eigi9M0H,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,602e82e6c266c0a2d4f0b435,Hispanic/Latinx,Female,24,"Some College, No Diploma",,Democrat,Yes,Liberal,0k-24k,No,,,No,West Coast,Strongly Oppose,Strongly Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Extremely important,,,,,,,No,,No,,No,No,,,Disagree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:39,3/10/21 23:48,IP Address,*******,100,561,True,3/10/21 23:48,R_2YlVjz736nW6Mnf,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fef1a4b60d5fbd390db0fce,White,Female,19,High School Degree or GED,,Independent,Yes,Moderate,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Marginally Hardworking,Neutral,No,Same,No,,Very important,,,,,,,"Yes,Explain your opinion.","If it is against the rules, then he deserves the consequences. If they pointed out suspicions through members and friends, that could relate to it too.","No,Explain your opinion","I believe it should vary on the action he did wrong, though I believe it is not as bad as causing someone hurt such as a felon.",No,No,,,Agree,Neither Agree Nor Disagree,Agree,Moderately Agree,Moderately Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:28,3/10/21 23:48,IP Address,*******,100,1188,True,3/10/21 23:48,R_2wnMFHglfkqAiFV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60004d8a33aac1069b6b4f97,White,Female,31,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Liberal,51k-100k,Yes,,,Yes,Mid Atlantic,Strongly Support,Strongly Support,Somewhat agree,Neither agree nor disagree,Moderately Hardworking,Moderately Intelligent,No,Same,Explain your opinion here.,i think everybody are given equal privilege,Very important,,,,,,,"Yes,Explain your opinion.",because it was his father who took bribe and not him,"No,Explain your opinion",it looks unfair to him,No,"No,Explain your opinion",because he is a good athlete,no,Agree,Moderately Disagree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:45,3/10/21 23:49,IP Address,*******,100,258,True,3/10/21 23:49,R_9KPJZDJYuHvHXUZ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5a4bf09053a4560001ba0ebf,White,,33,"Some College, No Diploma",,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,No.,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:43,3/10/21 23:49,IP Address,*******,100,384,True,3/10/21 23:49,R_2t3GUlOrBhfbba8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f35b2a6b8c19a5c552ebb31,White,Female,37,Bachelor's Degree,,Independent,No,Liberal,25k-50k,No,,,Yes,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Not at all important,,,,,,,Yes,,Yes,,No,No,,,Disagree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:43,3/10/21 23:49,IP Address,*******,100,407,True,3/10/21 23:49,R_1Ner5xPKUqbZVlZ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f2a5f187bf471245f7dc096,"White,Asian or Asian American",Female,19,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Mid Atlantic,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Neutral,No,Worse,Explain your opinion here.,Yes; there is a lot of racism that is engrained into American law and policy that makes it difficult for blacks to succeed.,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,,Disagree,Completely Disagree,"Disagree,Explain your opinion.",College athletes competing will worsen the spread of COVID-19,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:30,3/10/21 23:49,IP Address,*******,100,1165,True,3/10/21 23:49,R_2aera3sObzot8Rj,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c510b41e459660001e38861,White,Female,64,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,Southwest,Somewhat Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,Yes,Worse,Explain your opinion here.,less income leads to less likely to purchase a house which is the largest financial investment for most people poor school system in minority neighborhoods,Moderately important,,,,,,,Yes,,Yes,,No,Yes,,,Disagree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:24,3/10/21 23:50,IP Address,*******,100,1523,True,3/10/21 23:50,R_RwpasEKix9VKNih,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f870000230ebd089afdc4d4,White,Female,25,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,Yes,,,Yes,Northwest,Somewhat Support,Somewhat Support,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Same,No,,Moderately important,Agree,Moderately Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:30,3/10/21 23:50,IP Address,*******,100,1235,True,3/10/21 23:50,R_pL4Poxfn8rSGxjz,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,601705d8b1babe8f9bd43608,Black or African-American,Male,21,"Some College, No Diploma",,Independent,Yes,Conservative,25k-50k,No,,,Yes,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Marginally Lazy,Marginally Intelligent,Yes,Worse,Explain your opinion here.,Political institutions take black Americans as people that just receive handouts or complainers. ,Slightly important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,Yes,,"Yes,No,Explain your opinion",When money is involved its difficult to make decisions especially as a young player. The org should better manage compensation for players. ,No,,"No,Explain your opinion",Standing up for social justice is important and a separate issue from bad behavior. They can be handled seperately,,Agree,Completely Disagree,Agree,Moderately Agree,Moderately Agree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:37,3/10/21 23:51,IP Address,*******,100,784,True,3/10/21 23:51,R_11Xhr8DyoIkLrvd,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,601fc50f4b7f33504a02cd52,"White,Hispanic/Latinx",Female,43,Associate's Degree,,Democrat,No,Liberal,25k-50k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,,Disagree,Neither Agree Nor Disagree,Disagree,,Moderately Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:40,3/10/21 23:51,IP Address,*******,100,645,True,3/10/21 23:51,R_2ar8DiivnuY7X19,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5b9bc33cb3417b00010f74e5,White,Female,28,Bachelor's Degree,,Democrat,Yes,Moderate,51k-100k,Yes,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,Racism and slavery still with us today,Moderately important,,,,,,,"Yes,Explain your opinion.",The money was not received honestly.,"No,Explain your opinion",Have a fine and move on. Let this be a warning.,No,"No,Explain your opinion",Let his playing determine his worth,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:44,3/10/21 23:51,IP Address,*******,100,405,True,3/10/21 23:51,R_3ilouNkaDFZYCAW,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5eeacf0c4aa3bf1ebe3a3fbb,White,Male,28,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Strongly Support,Somewhat Support,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Yes,,Not at all important,Disagree,Completely Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:29,3/10/21 23:51,IP Address,*******,100,1307,True,3/10/21 23:51,R_ZluO1JOBUh8eVS9,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c29b88810677f0001dc2c56,White,Male,55,"Some College, No Diploma",,Democrat,Yes,Liberal,0k-24k,No,,,Yes,West Coast,Strongly Support,Somewhat Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,I just think that the American political system is rather indifferent in this case.,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,Agree,Moderately Disagree,Disagree,,Completely Agree,Neither Agree Nor Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:49,3/10/21 23:51,IP Address,*******,100,136,True,3/10/21 23:51,R_3KB0iSzlkP2yBzC,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e2721b01160079464059b5c,White,Female,28,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:49,3/10/21 23:51,IP Address,*******,100,155,True,3/10/21 23:51,R_3oF86ius78vDx9p,*******,*******,*******,*******,,,anonymous,EN,"No, I do not want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 23:41,3/10/21 23:52,IP Address,*******,100,653,True,3/10/21 23:52,R_2BmrN1AhxTipJuZ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f6e2f793c9b1032dbe72def,White,Male,40,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,Yes,,,No,Midwest,Somewhat Support,Somewhat Support,Somewhat disagree,Somewhat agree,Moderately Hardworking,Neutral,Yes,Worse,No,,Very important,Agree,Completely Agree,Disagree,Neither Agree Nor Disagree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:46,3/10/21 23:52,IP Address,*******,100,359,True,3/10/21 23:52,R_3eyn3RQ3aw2V9rJ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5da79692e7d12f00165fbe54,"Asian or Asian American,Hispanic/Latinx",Female,21,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Yes,,Moderately important,,,,,,,No,,"No,Explain your opinion",I get that it's controversial but considering how much money they bring into the execs I feel like it's fine if they have nice things too.,No,"No,Explain your opinion","One, I don't think that he was really in the wrong here, or should be harshly punished. Two, we all do things that might not necessarily reflect our current feelings when we are younger, so I feel like his future shouldn't be at stake when it comes to something that he may regret later.",,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:40,3/10/21 23:53,IP Address,*******,100,761,True,3/10/21 23:53,R_3F23lsPUrfSAPrw,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ffecedca559865a55e1f014,White,Female,31,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Liberal,51k-100k,Yes,,,Yes,Mid Atlantic,,,Strongly agree,Somewhat agree,Moderately Lazy,Marginally Intelligent,Yes,Same,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,Yes,,Agree,Completely Agree,Agree,,Moderately Agree,Moderately Agree,Moderately Agree,Linked Fate Treatment Group
3/10/21 23:40,3/10/21 23:53,IP Address,*******,100,775,True,3/10/21 23:53,R_1onBTJ41wahRFNG,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dd3bfcd8b8df139ce007928,White,Male,52,"Some College, No Diploma",,Democrat,Yes,Liberal,25k-50k,No,,,No,West Coast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,in some respects yes in others no,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,players should be paid an amount that allows them to do both school and sports comfortably but this level of extravagance is like bribery,Agree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:41,3/10/21 23:53,IP Address,*******,100,736,True,3/10/21 23:53,R_1NxeFE8eaTIW2DN,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,604803755a9a51131d6cb1e0,White,Male,28,"Some College, No Diploma",,Independent,Yes,Liberal,25k-50k,No,,,No,Midwest,Strongly Support,Somewhat Oppose,Strongly disagree,Somewhat agree,Neutral,Neutral,Yes,Same,Explain your opinion here.,the american political system is set up to see most people fail,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,"I am a huge college football fan, if you want people to believe Jake is a real person then don't have him be so good AND go to Tenn. ",Disagree,Completely Disagree,"Agree,Explain your opinion.",I would leave it up to the players to decide if they want to play or not. The bubble worked for the nba ,Completely Agree,Completely Disagree,Moderately Disagree,Linked Fate Treatment Group
3/10/21 23:45,3/10/21 23:54,IP Address,*******,100,524,True,3/10/21 23:54,R_7P0X394WUdwpZZv,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,57ce74a271536c00015f12ed,White,Female,26,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Mid Atlantic,Somewhat Support,Somewhat Support,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,I don't think the system is set up so they fail I think there are many opportunities for them.,Moderately important,,,,,,,"Yes,Explain your opinion.",I think he did because he was able to get a new car and an apartment.,"Yes,Explain your opinion",He did violate rules and he needs to learn his lesson by being suspended.,No,"No,Explain your opinion",No because it was a mistake and I hope he would learn from it.,no,Disagree,Moderately Disagree,Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
